product_id,cust_id,method,quantity,date_of_purchase
521,66064,Fax,4,8/5/2016
287,46930,Mail,3,9/7/2015
129,43469,Fax,2,12/11/2016
710,68782,Telephone,1,4/11/2017
488,44566,Web,4,2/4/2018
743,15943,Mail,1,7/6/2018
968,89592,Sales visit,4,5/31/2016
594,18564,Sales visit,3,11/3/2018
348,17435,Telephone,1,4/10/2018
588,87928,Telephone,4,7/23/2017
629,85254,Mail,1,5/28/2017
849,85896,Mail,1,10/20/2017
811,31995,Mail,4,12/31/2016
445,12235,Sales visit,4,7/26/2015
208,91089,Web,2,5/21/2016
953,69436,Fax,4,1/24/2017
192,40575,Mail,2,4/17/2017
744,10398,Mail,2,10/30/2015
418,91481,Fax,4,5/31/2016
190,10530,Fax,1,12/13/2018
912,37710,Fax,4,2/9/2017
954,22397,Telephone,2,3/10/2019
552,41952,Web,3,5/13/2016
402,10530,Web,2,3/9/2018
553,54676,Web,1,2/17/2017
745,85131,Fax,3,6/7/2015
632,28680,Mail,4,7/14/2015
160,81982,Web,3,1/1/2016
747,53728,Mail,1,8/8/2015
522,59977,Web,2,10/19/2017
956,10411,Telephone,2,9/11/2015
380,93496,Mail,3,4/23/2015
365,30215,Telephone,1,6/17/2016
675,81785,Sales visit,4,2/12/2019
873,67326,Sales visit,2,11/7/2016
517,36963,Telephone,4,11/22/2017
709,91304,Sales visit,1,5/12/2015
885,31870,Mail,3,2/22/2016
458,23480,Mail,3,7/27/2016
447,43220,Sales visit,2,5/27/2017
796,30889,Telephone,2,12/31/2015
653,11599,Fax,4,7/7/2018
424,54609,Web,3,10/23/2018
678,43385,Sales visit,3,7/1/2017
461,85935,Telephone,1,3/28/2017
610,85458,Sales visit,2,12/18/2018
307,41223,Telephone,3,4/18/2015
854,85163,Fax,4,4/3/2018
592,51112,Mail,1,10/3/2016
315,62085,Web,4,8/24/2016
689,36963,Telephone,2,1/29/2019
285,93371,Sales visit,2,10/3/2016
764,53808,Web,2,7/10/2017
314,82990,Web,4,2/27/2017
258,48355,Web,2,5/3/2018
876,67650,Mail,4,9/17/2017
168,12268,Telephone,2,5/20/2015
459,90064,Web,1,7/15/2017
808,41876,Sales visit,2,10/8/2017
823,32409,Mail,2,11/18/2016
260,64671,Fax,3,11/22/2017
508,40221,Sales visit,2,6/2/2016
877,68782,Mail,4,12/6/2018
902,61673,Fax,2,11/29/2016
652,24884,Telephone,4,2/5/2018
289,35822,Fax,2,12/1/2018
229,83892,Web,3,6/20/2015
740,28335,Mail,4,9/20/2018
114,66667,Fax,3,8/9/2018
376,19717,Telephone,1,2/21/2017
492,96173,Telephone,4,11/3/2015
867,56044,Web,3,7/6/2018
672,76166,Mail,1,7/1/2016
942,19262,Web,2,6/30/2015
827,78738,Web,2,11/29/2018
563,54977,Fax,1,4/27/2017
349,43866,Fax,4,10/28/2017
907,37984,Sales visit,2,4/6/2017
755,18833,Fax,3,2/4/2016
197,50282,Telephone,3,3/17/2018
422,48228,Mail,2,1/2/2016
247,28259,Fax,3,6/2/2016
829,97980,Telephone,2,9/11/2015
332,84034,Web,4,11/14/2017
719,66202,Web,1,1/7/2017
473,61600,Web,2,10/12/2016
569,48998,Web,3,8/31/2017
300,65604,Fax,2,1/16/2019
656,79598,Sales visit,1,9/1/2015
269,38240,Mail,3,4/25/2017
410,12954,Sales visit,3,11/16/2016
858,87376,Sales visit,1,3/8/2018
559,31601,Fax,2,5/6/2015
224,12218,Fax,2,9/22/2016
498,12078,Mail,2,5/29/2017
111,71095,Sales visit,3,3/31/2019
851,55533,Sales visit,4,11/21/2015
775,43920,Telephone,4,4/11/2019
934,51184,Telephone,2,12/28/2017
325,71318,Sales visit,4,9/8/2018
554,31608,Mail,1,7/18/2015
536,18663,Fax,3,5/7/2018
612,85834,Sales visit,1,5/16/2018
739,71595,Web,4,3/4/2019
246,48351,Web,4,11/24/2017
924,51818,Fax,1,2/17/2016
128,21047,Web,4,1/16/2016
588,12831,Telephone,3,9/28/2015
845,78072,Sales visit,2,3/9/2017
763,12408,Web,1,10/11/2017
864,80255,Sales visit,3,8/29/2018
311,69896,Fax,3,2/23/2018
541,20141,Fax,2,10/28/2015
661,55035,Web,2,12/2/2017
656,61188,Sales visit,3,10/18/2017
915,30551,Telephone,4,12/13/2018
723,68991,Fax,4,3/7/2016
171,91810,Telephone,2,1/30/2018
517,38180,Telephone,2,2/23/2017
990,64422,Web,4,12/9/2015
455,83451,Fax,3,10/31/2017
821,63175,Mail,3,4/15/2017
824,16858,Mail,3,7/19/2015
546,54154,Sales visit,4,6/4/2016
350,69876,Fax,2,5/29/2015
619,47476,Mail,4,11/2/2018
680,18297,Sales visit,1,11/30/2018
385,84449,Mail,4,8/10/2018
687,72232,Sales visit,2,2/5/2019
245,25897,Fax,1,11/15/2015
909,70481,Mail,1,3/29/2018
140,32977,Sales visit,2,1/3/2019
884,58419,Mail,1,7/22/2016
406,89242,Telephone,2,8/7/2016
216,47851,Fax,1,2/8/2019
371,15245,Web,1,4/7/2018
918,53728,Sales visit,3,4/5/2018
555,19452,Sales visit,3,5/23/2015
831,49606,Mail,2,12/25/2016
931,90511,Sales visit,1,7/11/2017
167,43857,Sales visit,1,3/11/2018
415,41923,Fax,3,1/21/2018
696,66038,Fax,2,8/16/2017
310,95330,Telephone,1,5/23/2015
987,74059,Telephone,4,3/21/2017
275,62156,Sales visit,4,9/26/2015
442,53652,Mail,3,9/28/2016
764,75074,Telephone,3,9/2/2018
132,25152,Web,4,8/2/2015
897,60240,Mail,2,4/8/2016
851,13584,Web,1,3/25/2017
160,78468,Fax,1,10/6/2018
352,11629,Telephone,3,1/15/2016
614,99370,Mail,1,1/21/2016
605,75249,Fax,4,9/19/2015
526,98335,Web,2,1/7/2019
489,51571,Web,3,3/22/2016
269,66390,Fax,4,10/30/2016
458,86788,Telephone,4,8/15/2016
864,93183,Mail,3,12/10/2015
557,14828,Telephone,1,10/19/2016
384,46989,Fax,2,9/6/2017
258,95346,Web,2,8/29/2016
849,10928,Telephone,3,9/6/2017
931,22030,Mail,4,1/8/2017
576,15192,Telephone,1,7/9/2018
604,92382,Fax,4,10/7/2016
968,68782,Telephone,4,5/31/2018
345,46301,Web,4,4/2/2018
463,81860,Mail,4,3/11/2018
247,96600,Fax,1,3/30/2016
725,43127,Sales visit,2,7/15/2017
771,97523,Mail,1,1/20/2017
916,82572,Fax,3,2/22/2016
719,75131,Sales visit,3,3/2/2016
810,99291,Mail,2,6/5/2018
506,72035,Sales visit,4,6/18/2018
528,83586,Telephone,3,4/11/2018
198,53818,Fax,4,5/26/2016
804,75305,Sales visit,2,4/2/2018
251,99086,Mail,3,7/13/2018
787,47851,Fax,3,10/14/2016
743,44564,Web,2,2/13/2019
138,32496,Web,1,9/11/2015
723,87906,Telephone,3,12/16/2017
749,64297,Sales visit,1,8/4/2015
699,91829,Web,2,8/5/2017
990,98343,Web,1,1/8/2019
363,12996,Telephone,3,5/8/2015
608,75505,Telephone,1,3/8/2017
104,26560,Mail,1,2/1/2018
680,40227,Mail,3,9/5/2016
514,61651,Fax,3,8/2/2016
323,91773,Fax,4,3/20/2019
973,43115,Web,3,6/14/2015
560,48274,Telephone,1,2/16/2019
718,78463,Web,3,2/13/2018
759,95969,Fax,4,1/7/2019
348,63641,Sales visit,4,11/24/2016
538,83515,Web,3,6/29/2016
779,63093,Sales visit,1,10/24/2018
562,63585,Sales visit,1,12/12/2017
678,98677,Fax,3,10/10/2018
214,44646,Telephone,2,5/8/2017
974,91316,Web,4,10/31/2018
928,52662,Telephone,2,7/2/2016
330,37984,Mail,1,1/16/2017
100,53652,Telephone,2,6/8/2015
366,98119,Web,1,3/22/2018
660,36273,Mail,2,12/6/2017
323,87856,Fax,1,6/29/2017
198,90064,Web,4,4/13/2018
457,57783,Fax,1,8/7/2018
307,55861,Telephone,1,5/5/2016
141,47851,Mail,4,3/10/2016
246,53153,Mail,4,12/1/2017
576,74431,Telephone,4,4/25/2015
133,56684,Sales visit,2,2/25/2018
199,20256,Mail,1,11/1/2017
453,71212,Fax,4,2/18/2016
100,99370,Fax,1,5/12/2018
295,68099,Web,1,8/16/2016
254,56947,Fax,1,3/24/2018
191,94060,Web,1,3/19/2019
167,71595,Fax,4,9/26/2016
977,11580,Mail,2,5/5/2018
474,40678,Mail,1,1/5/2018
955,65632,Mail,2,7/23/2017
545,63633,Fax,3,8/1/2015
837,56043,Web,1,2/1/2016
595,48647,Mail,2,6/13/2015
740,21411,Mail,3,10/23/2017
894,55533,Web,2,8/27/2016
871,19268,Web,2,8/31/2018
651,22663,Sales visit,3,4/9/2016
183,72790,Mail,3,1/4/2019
408,64422,Mail,2,6/16/2018
409,65407,Sales visit,1,9/5/2015
486,18960,Sales visit,1,12/1/2015
476,86691,Sales visit,1,12/20/2016
965,99291,Mail,4,2/15/2018
267,78997,Mail,4,6/8/2018
756,35245,Fax,1,8/26/2018
158,37942,Fax,4,12/9/2016
748,83367,Telephone,2,5/26/2017
418,65702,Sales visit,3,10/21/2016
122,25364,Mail,3,6/25/2015
869,39539,Mail,1,10/2/2018
204,43127,Web,4,7/24/2017
150,92916,Web,1,8/3/2016
619,67045,Web,2,10/6/2017
202,75956,Sales visit,1,7/4/2016
559,41252,Telephone,1,12/18/2017
634,90568,Web,1,2/10/2017
254,96604,Mail,4,11/19/2015
441,36217,Fax,4,7/3/2018
938,89833,Sales visit,1,8/14/2016
340,12724,Sales visit,2,12/8/2016
656,82572,Mail,3,5/30/2017
556,42886,Web,1,5/5/2017
241,93978,Fax,2,9/23/2017
560,90769,Fax,4,10/10/2017
487,83282,Fax,2,11/21/2015
425,27363,Sales visit,3,12/14/2016
376,21565,Sales visit,2,8/24/2018
162,58930,Mail,4,6/20/2018
865,99086,Telephone,2,12/10/2015
393,55405,Telephone,2,4/18/2015
831,82615,Sales visit,1,12/25/2018
813,10530,Sales visit,1,9/4/2016
281,33629,Mail,4,9/17/2016
859,63585,Mail,3,10/14/2015
571,78738,Fax,1,4/29/2017
259,84168,Fax,1,6/22/2015
299,64423,Web,2,12/11/2015
260,93053,Sales visit,3,9/14/2017
373,20156,Sales visit,2,11/3/2017
385,75841,Sales visit,4,5/31/2017
177,46572,Mail,1,12/26/2017
790,66167,Sales visit,2,3/30/2019
939,29864,Telephone,1,10/17/2015
704,67282,Telephone,4,1/6/2018
973,42699,Sales visit,3,9/23/2017
449,36655,Fax,1,12/27/2016
126,63348,Web,1,7/29/2017
714,29197,Fax,2,9/23/2015
212,10948,Telephone,1,10/8/2017
281,45508,Fax,2,1/25/2016
652,74926,Web,4,7/5/2018
341,24242,Sales visit,1,5/31/2015
751,96475,Web,2,9/29/2018
167,37251,Fax,2,3/25/2019
926,81319,Mail,3,12/12/2017
878,36963,Sales visit,3,10/15/2016
210,66263,Sales visit,4,4/6/2019
741,61133,Sales visit,4,3/2/2018
301,81398,Mail,3,9/20/2015
741,11613,Mail,1,1/3/2018
638,49694,Mail,3,10/10/2016
132,62673,Mail,4,7/21/2016
166,31672,Mail,4,9/18/2016
737,74605,Sales visit,1,3/23/2017
182,35117,Fax,2,11/8/2018
549,69420,Sales visit,2,3/13/2016
642,53160,Mail,1,9/15/2017
310,97188,Mail,3,12/10/2016
769,85254,Mail,1,7/29/2018
528,96604,Mail,2,4/26/2015
272,72782,Web,1,9/29/2017
790,76759,Telephone,1,4/16/2017
132,88035,Fax,4,5/21/2018
368,97643,Fax,3,7/11/2017
430,44271,Web,1,6/5/2017
309,70214,Mail,1,12/13/2018
381,99589,Web,4,11/29/2018
255,45052,Sales visit,4,5/28/2016
507,19690,Web,2,11/2/2016
677,72327,Telephone,3,11/18/2018
687,55468,Mail,4,12/13/2015
987,16566,Telephone,3,10/24/2018
506,80012,Sales visit,4,7/7/2015
959,66667,Mail,1,7/9/2018
970,69785,Telephone,3,1/30/2017
237,28243,Mail,3,10/3/2016
613,75733,Web,2,6/19/2016
406,59347,Telephone,2,9/23/2018
110,59345,Web,4,7/22/2017
212,69745,Web,4,1/26/2018
309,16383,Sales visit,1,5/29/2015
894,17106,Sales visit,2,3/8/2019
717,52279,Web,3,9/15/2018
254,72790,Fax,4,12/14/2018
748,85896,Mail,3,4/3/2016
110,21355,Telephone,3,10/4/2015
627,49983,Sales visit,2,5/28/2016
662,78599,Mail,1,12/15/2015
302,63920,Web,2,9/22/2015
907,52279,Mail,1,12/10/2018
945,66384,Fax,3,6/25/2015
493,30099,Fax,2,1/15/2017
618,73240,Fax,2,11/27/2015
929,81645,Web,2,5/9/2017
927,68059,Mail,3,2/8/2017
346,42879,Web,2,7/8/2018
106,72302,Mail,1,3/13/2019
516,25152,Web,4,7/2/2017
511,52972,Web,1,4/21/2016
793,57416,Telephone,2,7/24/2017
842,66943,Web,4,9/26/2018
674,49923,Mail,2,12/25/2015
789,16568,Mail,3,9/10/2018
491,77845,Fax,2,6/14/2016
696,37568,Web,3,9/1/2017
334,50090,Web,3,5/2/2016
669,91751,Mail,3,6/6/2016
465,53652,Fax,3,10/21/2017
288,68099,Mail,2,7/10/2016
287,84061,Sales visit,3,7/24/2015
198,10883,Web,4,9/2/2016
903,89833,Fax,4,11/17/2018
425,44125,Mail,2,5/27/2018
571,76759,Fax,2,7/29/2015
436,94322,Sales visit,3,6/4/2018
398,90652,Web,2,12/13/2016
385,39018,Mail,2,3/24/2019
742,72548,Fax,1,9/1/2016
220,71317,Web,2,2/21/2018
875,48895,Telephone,2,8/25/2015
556,68962,Mail,1,8/17/2017
235,57005,Telephone,4,6/9/2018
292,69636,Fax,4,7/21/2017
855,65058,Web,2,3/15/2017
150,43715,Web,2,2/26/2016
243,59103,Web,3,10/26/2018
506,29864,Sales visit,4,4/2/2019
397,36963,Telephone,4,11/15/2015
236,52454,Mail,3,12/17/2016
250,48925,Sales visit,3,4/28/2018
974,76315,Telephone,2,1/16/2018
934,37027,Web,2,12/23/2016
912,61673,Fax,2,12/25/2015
820,39421,Telephone,2,10/11/2018
539,79908,Fax,4,6/19/2017
594,84787,Telephone,2,12/8/2015
707,13138,Telephone,3,10/29/2015
332,35364,Sales visit,1,5/26/2016
768,65065,Fax,3,9/5/2018
495,75071,Fax,3,6/26/2015
384,80281,Web,1,2/13/2019
158,92650,Web,2,4/16/2018
138,62156,Telephone,3,2/5/2018
797,27035,Telephone,2,12/27/2016
900,67939,Fax,3,12/30/2016
919,98381,Mail,2,9/3/2016
707,65913,Mail,4,11/19/2015
381,85207,Mail,2,6/7/2015
236,21153,Fax,2,5/11/2016
447,91692,Web,3,10/26/2016
927,51312,Web,2,2/17/2019
121,67935,Telephone,1,7/16/2016
972,74159,Fax,4,9/15/2015
596,65877,Fax,3,1/31/2019
421,25573,Web,3,2/6/2016
166,67647,Mail,1,2/15/2019
714,55861,Fax,2,2/5/2017
689,31870,Sales visit,1,3/6/2016
311,74547,Sales visit,4,1/17/2016
307,69384,Sales visit,3,6/21/2016
513,75601,Telephone,2,2/13/2016
286,71294,Telephone,3,9/14/2018
763,49385,Telephone,4,2/13/2019
204,71608,Sales visit,4,7/2/2017
185,19676,Telephone,2,7/30/2015
937,63641,Telephone,2,7/16/2016
933,98858,Telephone,1,4/2/2016
355,56201,Mail,4,4/24/2016
773,37224,Mail,3,5/10/2015
765,42986,Fax,1,7/9/2016
912,61386,Sales visit,2,3/21/2017
938,80755,Web,2,3/8/2017
810,85326,Telephone,2,7/10/2018
476,28502,Mail,2,8/31/2018
787,66698,Sales visit,4,7/29/2018
621,58121,Telephone,2,8/22/2018
354,31932,Sales visit,1,3/30/2019
336,83141,Sales visit,3,4/2/2018
587,81703,Sales visit,2,7/15/2015
227,37845,Telephone,4,2/7/2018
774,40422,Sales visit,3,10/25/2015
534,39183,Telephone,1,12/2/2017
777,79043,Telephone,4,5/19/2015
153,83153,Mail,4,11/19/2018
894,46615,Telephone,4,10/27/2015
575,63641,Fax,2,11/14/2015
404,19978,Telephone,3,5/13/2018
413,87737,Telephone,1,6/27/2017
311,95029,Mail,1,3/6/2018
370,73629,Mail,1,10/17/2015
417,64340,Fax,1,5/22/2016
514,87808,Sales visit,3,12/5/2015
675,99714,Telephone,1,1/25/2017
806,10811,Telephone,4,10/23/2015
869,14062,Mail,3,9/21/2017
695,24015,Sales visit,4,1/16/2019
163,83899,Fax,2,12/8/2017
241,85712,Web,1,5/18/2015
771,20979,Fax,1,11/27/2018
337,93414,Mail,4,10/18/2016
568,12241,Telephone,1,10/11/2015
213,42986,Fax,1,1/8/2019
845,18833,Fax,1,10/29/2015
110,26291,Mail,2,9/7/2017
931,40380,Fax,1,3/5/2016
171,98962,Mail,3,5/5/2018
250,75559,Web,1,12/30/2017
323,27992,Fax,1,11/3/2017
451,45211,Fax,4,8/22/2018
346,56460,Web,1,10/11/2017
922,18833,Web,2,8/4/2017
118,55401,Telephone,3,1/12/2016
206,66750,Sales visit,4,9/6/2016
107,85669,Fax,1,7/19/2017
922,86865,Mail,3,1/9/2016
528,55461,Telephone,3,6/3/2015
660,38253,Telephone,2,7/2/2018
711,28958,Fax,2,11/17/2015
704,47835,Web,2,6/23/2018
796,79465,Web,2,8/25/2018
742,45786,Telephone,1,6/9/2016
498,95857,Sales visit,3,11/17/2015
756,60240,Mail,1,7/21/2018
884,60987,Fax,3,3/18/2016
383,38553,Sales visit,3,5/9/2015
393,85175,Telephone,3,7/14/2018
107,79465,Web,4,8/15/2016
620,36027,Telephone,1,10/21/2016
337,89592,Fax,2,12/5/2018
906,63465,Sales visit,4,10/23/2016
706,86208,Fax,1,3/31/2018
663,30941,Mail,2,10/24/2016
968,36159,Telephone,2,5/25/2018
934,39319,Telephone,1,5/24/2015
661,17950,Sales visit,1,3/8/2016
188,52026,Telephone,1,3/23/2017
712,91318,Telephone,3,12/23/2015
954,15537,Sales visit,1,12/30/2017
272,48922,Telephone,3,3/17/2019
918,22716,Fax,3,9/18/2018
714,27363,Mail,4,6/9/2018
780,72790,Web,1,7/18/2017
605,29443,Mail,2,6/13/2017
931,72327,Mail,1,5/24/2015
372,68606,Telephone,4,11/20/2016
324,59347,Web,4,4/17/2015
939,65193,Web,2,1/31/2019
736,18772,Telephone,1,9/2/2018
584,56670,Sales visit,1,11/1/2017
943,18169,Mail,2,1/3/2018
966,40380,Fax,1,2/17/2017
215,87443,Telephone,3,5/24/2016
337,37795,Web,2,2/4/2017
229,47011,Web,2,11/14/2017
394,11575,Fax,3,3/22/2019
862,14018,Fax,2,8/21/2015
670,39577,Web,3,11/8/2016
983,96475,Mail,2,4/26/2017
675,28335,Fax,2,10/13/2018
508,29434,Telephone,3,1/25/2016
549,28036,Web,4,3/29/2019
930,19840,Fax,3,12/10/2015
346,43367,Fax,1,3/13/2019
227,52600,Mail,2,9/3/2016
598,96680,Sales visit,3,4/29/2016
454,48351,Telephone,2,10/18/2018
365,19694,Web,1,5/8/2016
321,15166,Sales visit,1,9/25/2018
779,19037,Telephone,3,12/18/2016
274,75074,Fax,4,9/29/2017
853,32315,Sales visit,3,11/6/2017
380,52115,Sales visit,1,12/1/2017
725,22458,Web,4,7/2/2015
277,87326,Sales visit,1,10/15/2015
778,85288,Web,2,8/28/2015
542,89242,Web,4,11/20/2016
428,45654,Sales visit,4,7/27/2015
500,10233,Mail,1,5/3/2018
325,55131,Web,3,10/7/2015
795,65788,Fax,2,7/7/2016
629,99196,Telephone,4,9/6/2018
170,36730,Telephone,1,10/8/2018
485,30807,Mail,1,10/20/2017
478,10883,Sales visit,2,5/26/2017
953,49263,Telephone,1,3/25/2017
244,47524,Telephone,3,3/11/2016
449,22663,Sales visit,1,6/7/2017
952,28625,Telephone,1,6/14/2016
740,85080,Mail,1,4/4/2019
811,83282,Mail,4,9/17/2017
880,50269,Telephone,2,7/30/2017
748,60987,Mail,3,4/24/2015
965,21598,Mail,1,12/21/2017
257,91732,Telephone,2,3/3/2017
364,19830,Telephone,2,8/30/2017
117,91732,Fax,1,5/1/2017
684,59421,Fax,2,8/19/2015
771,66167,Mail,3,5/15/2018
109,48765,Telephone,3,7/9/2017
789,14828,Telephone,3,10/9/2018
550,25213,Telephone,3,12/3/2015
305,76765,Web,1,8/25/2016
542,67650,Telephone,2,1/14/2018
986,60824,Mail,4,11/15/2016
661,53652,Mail,2,6/8/2018
617,85131,Sales visit,2,7/31/2017
531,50197,Telephone,4,1/25/2017
551,88035,Sales visit,1,1/13/2017
566,75505,Mail,2,4/26/2018
764,90652,Telephone,2,2/21/2016
403,42699,Web,4,12/9/2015
668,56201,Sales visit,2,12/11/2016
117,97564,Sales visit,4,10/19/2015
718,73700,Sales visit,2,4/12/2018
596,16811,Fax,2,6/10/2015
285,33290,Mail,4,3/24/2017
482,49090,Web,2,8/13/2018
561,28419,Telephone,1,4/7/2018
929,70341,Telephone,2,11/9/2016
251,88080,Mail,1,4/19/2015
904,16811,Sales visit,1,9/26/2015
461,35819,Mail,2,6/15/2017
785,40829,Fax,1,9/24/2018
886,31435,Telephone,2,7/6/2015
892,17018,Fax,2,8/5/2017
989,81681,Web,2,2/27/2019
769,12094,Sales visit,3,11/12/2015
304,69785,Telephone,2,5/21/2016
428,86558,Web,4,11/27/2016
956,49249,Fax,2,9/9/2016
665,53435,Mail,2,11/25/2015
960,63093,Telephone,1,11/23/2018
583,95754,Sales visit,1,3/19/2018
551,73255,Mail,3,3/25/2016
275,41405,Telephone,2,12/20/2017
110,12078,Web,1,5/22/2018
569,73629,Web,1,12/5/2018
287,43866,Sales visit,4,12/1/2018
161,89268,Telephone,3,10/25/2018
989,47855,Web,4,8/6/2015
602,90800,Mail,3,2/28/2016
881,52827,Telephone,1,4/18/2015
991,72840,Telephone,1,1/12/2018
567,90328,Web,1,8/29/2018
575,45211,Telephone,2,10/31/2018
529,45339,Sales visit,1,6/22/2017
774,57416,Sales visit,4,11/4/2018
332,13365,Mail,1,7/18/2017
337,58103,Mail,2,9/11/2015
498,70970,Fax,1,12/15/2015
597,98858,Fax,1,12/21/2017
455,21799,Mail,1,3/7/2017
223,79855,Web,1,10/29/2017
627,20230,Telephone,3,6/7/2015
467,62042,Telephone,1,9/2/2015
608,23030,Fax,4,3/10/2018
404,15450,Fax,2,10/12/2017
442,19161,Fax,4,7/13/2016
635,55131,Telephone,3,5/28/2018
603,85438,Fax,4,8/2/2018
571,61595,Fax,2,3/3/2019
438,46467,Telephone,3,1/15/2017
586,49081,Web,3,11/6/2016
630,92887,Fax,2,12/15/2016
986,86976,Sales visit,1,12/22/2018
594,70764,Mail,2,10/7/2016
869,89574,Mail,3,8/24/2016
492,32409,Fax,3,9/6/2018
470,57952,Fax,2,10/1/2017
122,10388,Fax,4,9/12/2016
578,18365,Telephone,2,7/30/2018
687,94397,Web,4,5/19/2018
939,96539,Sales visit,3,10/4/2015
513,21411,Mail,2,11/19/2015
933,30802,Mail,3,12/10/2018
151,79855,Mail,2,8/23/2015
939,86605,Sales visit,4,1/15/2018
866,40983,Fax,3,8/5/2016
486,94322,Fax,1,5/15/2016
254,85579,Web,2,10/17/2017
113,83691,Fax,4,11/20/2018
972,48351,Mail,1,7/1/2017
482,52689,Fax,1,5/5/2016
997,31228,Mail,1,8/29/2018
233,57450,Sales visit,1,9/23/2017
701,95564,Web,4,11/2/2015
166,28690,Telephone,4,9/19/2017
827,87657,Sales visit,2,1/7/2017
142,90328,Web,1,2/22/2018
274,44734,Sales visit,2,3/9/2017
424,74746,Web,3,10/18/2016
494,49576,Sales visit,2,7/1/2015
708,68624,Telephone,1,5/26/2016
543,78320,Telephone,1,9/5/2016
246,34078,Mail,2,1/7/2018
816,99680,Fax,2,9/24/2017
753,18294,Mail,3,6/3/2018
295,15244,Telephone,3,6/2/2018
525,65191,Fax,1,2/15/2016
302,81448,Sales visit,1,10/16/2017
544,52027,Fax,2,2/23/2016
543,79179,Mail,3,2/18/2016
728,90764,Telephone,4,8/10/2017
617,30719,Web,4,4/20/2015
618,57113,Fax,1,6/2/2017
311,60605,Mail,4,4/19/2018
791,89614,Sales visit,3,11/14/2018
626,13058,Mail,2,5/25/2018
324,25684,Telephone,1,12/21/2018
645,81785,Telephone,1,8/3/2017
343,78773,Sales visit,3,7/28/2018
923,63093,Mail,4,7/11/2015
372,47503,Mail,1,7/11/2018
454,39319,Sales visit,2,3/5/2019
797,24854,Sales visit,3,8/5/2015
210,30376,Fax,1,11/25/2016
469,64929,Fax,3,4/12/2019
422,72861,Sales visit,4,3/25/2017
526,28862,Sales visit,1,11/22/2017
763,67326,Web,1,6/20/2015
251,94397,Web,2,12/20/2015
476,59372,Sales visit,4,12/18/2015
129,46875,Web,1,5/9/2015
115,46615,Web,3,5/21/2015
216,99043,Telephone,1,5/24/2018
122,39020,Web,2,9/25/2017
247,26139,Telephone,2,9/12/2017
585,85834,Web,2,3/14/2019
286,95330,Web,1,8/23/2018
354,85546,Mail,1,5/16/2018
508,55944,Web,1,7/20/2016
854,74431,Telephone,2,2/2/2018
295,80755,Telephone,4,2/18/2018
620,71807,Mail,4,11/11/2017
556,15088,Telephone,2,3/20/2017
808,95564,Fax,3,3/6/2018
966,63681,Mail,4,8/25/2017
939,52607,Sales visit,3,10/18/2018
777,10411,Web,1,11/22/2018
543,92616,Web,4,7/1/2018
896,27789,Mail,2,9/28/2015
935,47476,Web,1,1/24/2018
981,92861,Sales visit,2,10/17/2018
997,45055,Fax,4,8/30/2016
303,50090,Fax,1,10/14/2016
497,21355,Telephone,1,3/31/2017
884,90568,Web,4,8/20/2018
469,42682,Telephone,3,11/15/2016
140,48004,Sales visit,3,1/27/2016
820,72935,Web,4,9/1/2016
957,52386,Telephone,1,10/5/2016
190,27755,Fax,2,6/9/2017
201,51818,Web,2,3/15/2018
292,96539,Fax,2,6/20/2015
537,80732,Sales visit,3,4/12/2016
690,85163,Sales visit,2,2/9/2019
361,98119,Telephone,2,7/28/2015
198,16347,Telephone,4,6/21/2018
804,18663,Web,4,2/26/2019
212,98335,Sales visit,2,9/1/2016
196,91366,Sales visit,2,8/3/2018
399,14296,Fax,4,3/3/2019
875,86429,Mail,3,8/23/2015
552,18365,Web,1,12/19/2017
709,62085,Fax,2,9/18/2018
309,63348,Fax,3,4/9/2017
694,55401,Sales visit,4,5/27/2015
118,13584,Web,4,11/12/2016
343,95400,Mail,3,10/2/2016
733,95727,Telephone,2,8/21/2018
645,43646,Fax,1,4/1/2016
750,89887,Sales visit,2,12/22/2017
732,58535,Telephone,2,8/16/2016
302,52607,Web,4,11/24/2018
325,39846,Sales visit,4,10/18/2016
903,88447,Telephone,2,10/12/2018
863,31620,Sales visit,1,1/5/2019
897,46780,Telephone,1,8/31/2018
870,70090,Sales visit,4,9/4/2015
857,59345,Mail,4,9/18/2016
343,68344,Web,4,7/28/2017
709,52528,Telephone,2,12/11/2016
688,89592,Sales visit,4,12/30/2016
588,79056,Telephone,4,10/22/2017
616,54676,Web,3,11/10/2015
931,13584,Mail,1,10/10/2015
762,51613,Fax,2,10/23/2017
932,61027,Web,4,7/31/2015
368,37592,Sales visit,3,12/20/2016
257,76166,Mail,3,7/8/2015
689,48355,Mail,1,6/12/2018
792,19856,Mail,1,1/29/2017
828,10652,Mail,4,4/9/2018
614,92882,Web,4,3/27/2016
638,40349,Fax,1,2/6/2016
832,56947,Sales visit,3,6/25/2017
352,35838,Sales visit,1,7/6/2018
715,85896,Sales visit,2,5/13/2018
954,32315,Sales visit,2,3/23/2019
297,67356,Telephone,2,12/16/2017
630,52763,Web,1,7/29/2015
985,61133,Sales visit,2,10/21/2017
286,26505,Mail,2,3/21/2018
890,89592,Telephone,1,11/13/2016
176,41252,Sales visit,2,12/16/2016
957,52143,Sales visit,3,3/22/2018
515,28259,Mail,3,8/31/2017
855,35229,Mail,2,7/15/2018
787,10402,Sales visit,2,12/29/2016
372,44283,Telephone,1,10/23/2018
854,24845,Telephone,3,1/18/2019
